FCFS,WFP3,UNICEF,SPT,SAF,F2,LIN,QDR,CUB,QUA,QUI,SEX
9218.642261,9396.100221,5344.222918,8986.535187,1196.465848,620.903186,6832.538488,9167.733976,9551.441891,9321.243883,2397.757796,2207.143514
13871.413735,13252.287651,7263.725683,11380.804342,2088.492994,1784.06831,10065.745376,13789.359408,12966.741056,13039.522529,5813.994208,4538.152394
8770.792316,7791.414283,4177.819083,5880.251995,189.745753,34.684663,3447.112977,8488.710358,7116.105512,5339.727564,4813.253776,3313.516351
2313.036054,1888.545547,774.999478,1338.223614,29.087302,23.81907,438.403301,2220.703001,2150.987409,978.535769,526.629066,378.197231
3885.77275,3558.839101,2092.791024,2781.466463,29.336905,20.682527,1501.623795,3879.548446,4556.930112,4136.578036,289.817515,574.070441
9676.28364,8599.626275,5140.314902,6741.539666,197.644954,30.468633,2736.77922,9446.051434,10238.129763,9406.417941,767.056494,455.818114
2842.79586,2382.628828,3795.082815,732.519899,34.801879,17.814145,393.120816,4845.662912,3255.128088,1528.36991,137.66255,187.717491
5780.164584,4696.470252,2527.147501,3403.963992,256.629238,60.189634,1506.103807,6047.647344,3889.239441,4529.676852,1914.26419,2030.922156
14397.432387,14759.977815,8150.727619,10486.28257,2361.768468,2070.412037,10201.974819,14368.809567,16019.042816,14378.078808,8947.762382,6070.161014
9901.168508,9922.535115,6894.138799,7936.269117,2284.947032,1307.077283,8164.288838,10425.998888,10378.038651,9717.88639,6768.558428,3305.371208
4760.403698,5204.829361,4070.620506,4622.997719,102.865744,27.271047,1431.41184,6379.978867,5694.236959,5310.797214,1485.470275,646.60646
9947.358814,11028.071911,4476.419128,9455.310767,1718.976292,1251.514677,7735.000317,10972.690957,11213.872653,10292.506107,4570.30427,2481.727998
7517.806546,6400.442045,3030.990038,4708.116402,653.010859,36.418411,3975.838853,7391.981353,6913.271989,4933.654751,1505.183617,1602.318081
8879.809131,8982.791044,4067.211827,6742.787356,242.66741,36.720216,4326.337208,9133.821984,8549.379239,7137.936842,5238.494641,4128.728107
3419.9015,3749.346335,1542.260997,3470.411106,69.589236,56.872511,2309.592171,3806.926619,2422.743799,3006.350623,2855.389565,2881.606937
8538.930405,8416.15075,7202.874802,5577.207925,485.16219,271.841065,6432.21288,9488.210032,8024.99523,7976.802454,1045.119402,830.116664
9902.096806,10328.340702,5452.004041,6585.180439,119.636234,84.489494,3690.462154,6862.405541,9382.92085,9756.153862,1358.114689,1619.431208
3751.209682,3410.770834,2339.246872,1099.10013,52.556487,27.813794,492.319941,5706.838942,4331.441322,1499.525909,310.577858,193.36613
14414.252349,14975.731299,8637.492958,14225.861402,2327.85044,1385.097445,15017.781395,14088.53015,14265.211903,14626.13065,8637.203582,9021.034288
6708.790783,5939.095158,5122.829529,3379.871404,323.576389,210.719716,2340.915035,6849.892969,5111.371104,4298.978634,1903.357071,3127.995567
7456.152557,6768.035193,3667.815652,4393.093377,170.834571,28.969033,1554.002101,5600.286563,7335.933421,7235.036509,1051.324585,612.104659
14460.476072,15596.382417,8578.042764,11840.680691,2634.509874,1364.702588,9174.739912,14363.924643,16155.04815,14637.640386,7335.541713,5908.397517
1943.797016,910.53277,292.547591,395.441113,69.752526,38.777657,419.69267,1671.908913,2252.227822,1806.700452,696.773756,215.777025
7881.950847,7180.579185,4020.627461,6509.352394,1377.52986,716.945604,6272.801823,8544.291811,5541.069955,7084.594143,6043.879849,4326.494882
11834.54355,14680.603491,7268.075051,10895.519753,1134.860968,280.761667,5198.753207,11284.949122,12565.565429,11895.548291,5273.96533,4259.653361
6096.044576,5160.864987,2123.728751,5346.377829,123.791296,40.727117,5437.954837,6123.344644,5975.633235,6482.034043,2456.404546,544.588881
